gene,progenitor,effector,terminal exhausted,cycling,other,objective function
Foxo1,0.1,0.1888888888888888,0.3555555555555555,0.3555555555555555,0.0,2.1545269421992344
Hmgb1,0.0716180371352785,0.2307692307692307,0.3368700265251989,0.3421750663129973,0.0185676392572944,1.9592657114434608
Yy1,0.6,0.2,0.08,0.12,0.0,9.893411871068635
Arid4b,0.0566037735849056,0.1179245283018868,0.3883647798742138,0.4261006289308176,0.0110062893081761,1.2484389248080898
Nr4a3,0.2804054054054054,0.1672297297297297,0.2364864864864864,0.3023648648648648,0.0135135135135135,4.968184110099986
Prdm1,0.2994791666666667,0.0885416666666666,0.2473958333333333,0.3541666666666667,0.0104166666666666,4.972821323052191
Hmgb2,0.231578947368421,0.1894736842105263,0.2526315789473684,0.3263157894736842,0.0,4.360472089777241
Tox,0.1891891891891892,0.4324324324324324,0.2162162162162162,0.1351351351351351,0.027027027027027,4.519690390163541
Nr4a1,0.2826086956521739,0.1304347826086956,0.2934782608695652,0.2880434782608695,0.0054347826086956,4.60698596721533
Tox2,0.0173090237710593,0.0570043849526886,0.3678744518809139,0.5308100623124856,0.0270020770828525,0.7082120768484934
Tcf3,0.146067415730337,0.1685393258426966,0.2134831460674157,0.449438202247191,0.0224719101123595,3.4327274619346344
Dvl3,0.3478260869565217,0.1630434782608695,0.2391304347826087,0.2282608695652173,0.0217391304347826,5.7496170426878255
Rad21,0.4,0.4,0.1,0.1,0.0,7.7693687457299045
Runx3,1.0,0.0,0.0,0.0,0.0,14.814814814814813
Zfp292,0.1246006389776357,0.5559105431309904,0.0990415335463258,0.2108626198083067,0.0095846645367412,4.718670465805819
Rela,0.2282608695652173,0.2934782608695652,0.1413043478260869,0.2826086956521739,0.0543478260869565,5.051038638651948
Hif1a,0.0321167883211678,0.1167883211678832,0.3372262773722628,0.5065693430656935,0.0072992700729927,1.2486487698902953
Sox4,0.0696969696969697,0.1121212121212121,0.2909090909090909,0.5121212121212121,0.0151515151515151,1.9450847569331435
Dvl2,0.024390243902439,0.1155085135757018,0.3041877588587207,0.5494707777266452,0.0064427059364933,1.3429125788123728
Irf9,0.375,0.1770833333333333,0.2395833333333333,0.1979166666666666,0.0104166666666666,6.140311578578919
Ikzf3,0.0530035335689045,0.127208480565371,0.3886925795053003,0.4151943462897526,0.0159010600706713,1.210513578253796
Fzd6,0.135678391959799,0.2613065326633166,0.2613065326633166,0.3266331658291457,0.0150753768844221,3.2554029557505615
Tpt1,0.44,0.16,0.12,0.28,0.0,7.61271956204061
Id3,0.391304347826087,0.0869565217391304,0.217391304347826,0.3043478260869565,0.0,6.294317567805681
Stat4,0.3,0.3,0.2,0.1666666666666666,0.0333333333333333,5.661959149730444
Eef2,1.0,0.0,0.0,0.0,0.0,14.814814814814813
Atf2,0.1205673758865248,0.2482269503546099,0.3049645390070922,0.2978723404255319,0.0283687943262411,2.7565080574430345
Klf2,1.0,0.0,0.0,0.0,0.0,14.814814814814813
Myb,0.4193548387096774,0.2258064516129032,0.1935483870967742,0.1612903225806451,0.0,7.083245139388201
Zeb2,0.0174825174825174,0.1153846153846153,0.282051282051282,0.4393939393939394,0.1456876456876457,1.0298817129856248
Il12rb2,0.1818181818181818,0.2032085561497326,0.3048128342245989,0.2941176470588235,0.0160427807486631,3.4401556177625148
Gm7967,0.2291000533441348,0.19214628294915,0.2757294165148354,0.2912003729258012,0.0118238742660784,4.1732344816214555
Lpar5,0.2291000532881519,0.1921462829740916,0.275729416462302,0.291200373039832,0.0118238742356223,4.173234481369462
Lsm4,0.4905422108365656,0.2508721025319543,0.1123047863897966,0.1426078068522903,0.0036730933893931,8.468989483096511
Metap1,0.2291000532192264,0.1921462829977561,0.2757294163750354,0.2912003731774192,0.0118238742305626,4.173234481090543
Tex264,0.2291000532829626,0.1921462829780554,0.2757294164627301,0.2912003730510603,0.0118238742251914,4.173234481338756
Phka1,0.2291000533369492,0.1921462829524871,0.2757294165085282,0.2912003729404915,0.0118238742615437,4.173234481588506
2410131K14Rik,0.2291000532347943,0.1921462829908561,0.275729416389759,0.2912003731457234,0.011823874238867,4.173234481160458
Gdi2,0.3679111558870341,0.1564694059010359,0.1913810866213438,0.2781321353426162,0.0061062162479699,6.2953730175586475
H2-Ob,0.2291000532773061,0.1921462829773959,0.2757294164472249,0.291200373061315,0.0118238742367579,4.173234481327439
Esrra,0.1504805249513086,0.1739644650045632,0.2476991132863255,0.4156111471099908,0.0122447496478117,3.3285296460472997
Ift57,0.1898323765436245,0.1600755760264731,0.2963102243345391,0.3369074437970883,0.0168743792982748,3.4894554657874783
Stn1,0.2291000533099913,0.1921462829674019,0.275729416492546,0.2912003729965589,0.0118238742335016,4.173234481454243
Ormdl1,0.1504805248024532,0.173964464904153,0.2476991133687966,0.4156111472959465,0.0122447496286505,3.3285296435743135
Snhg14,0.2291000534422859,0.1921462829151672,0.2757294166381938,0.2912003727297614,0.0118238742745915,4.173234482019904
Chd7,0.366368774303367,0.1708859061819988,0.1981206945220207,0.2599788645267751,0.0046457604658384,6.273468767942769
Ddx46,0.3039067706876157,0.2413318366664664,0.1689547298209803,0.2783160256870097,0.0074906371379277,5.823872080368103
Dph2,0.2291000533115363,0.1921462829602047,0.2757294164731213,0.2912003729908187,0.0118238742643189,4.173234481490151
Msrb3,0.2291000531278331,0.1921462830271898,0.2757294162530849,0.2912003733590811,0.0118238742328108,4.173234480729356
Rab24,0.2118261840106724,0.2098040160338144,0.2864427051410697,0.2750780949496133,0.0168489998648301,3.926228197662425
Elp4,0.2291000532955528,0.192146282971493,0.2757294164714878,0.2912003730250355,0.0118238742364305,4.173234481399668
Oxr1,0.2291000532904048,0.1921462829703627,0.2757294164556764,0.2912003730341573,0.0118238742493987,4.1732344813917255
Fgfbp3,0.2291000532111915,0.1921462829981394,0.2757294163572444,0.2912003731925118,0.0118238742409127,4.173234481068595
Klhl11,0.2291000531987923,0.1921462830008722,0.2757294163366572,0.2912003732166556,0.0118238742470226,4.1732344810252
Gm14137,0.2291000531445728,0.1921462830194495,0.2757294162678874,0.2912003733248717,0.0118238742432184,4.173234480805961
Gm48708,0.2291000534684186,0.192146282904469,0.2757294166657453,0.2912003726769085,0.0118238742844584,4.173234482133331
Actr1a,0.2515236408256737,0.1637042698072557,0.2336643745180688,0.3398947448367124,0.0112129700122891,4.628214091921236
Lix1l,0.229100052774295,0.1921462831435255,0.2757294157892863,0.2912003740627937,0.0118238742300995,4.173234479321145
AI413582,0.1633786253358226,0.2257696073819572,0.2356692887909265,0.3668724451197219,0.0083100333715715,3.6807398650696217
Nedd4l,0.2291000532212222,0.1921462829943119,0.2757294163687137,0.2912003731723361,0.0118238742434161,4.173234481110893
Stx12,0.2291000533977615,0.1921462829373799,0.2757294166040327,0.2912003728213994,0.0118238742394263,4.173234481808921
Tmco6,0.150480524787099,0.1739644648813722,0.2476991133746889,0.4156111473076779,0.0122447496491618,3.328529643249327
Arhgap45,0.4282882127514666,0.1371342671161786,0.1765563731202683,0.2362364409740572,0.0217847060380292,7.038097462062913
Gm33533,0.2291000530474553,0.192146283054902,0.2757294161516898,0.2912003735195752,0.0118238742263774,4.173234480403576
Rbm22,0.2118261837779967,0.2098040161875093,0.2864427050538104,0.2750780951203396,0.0168489998603438,3.926228195662148
Habp2,0.1504805249330942,0.1739644649921137,0.2476991132963826,0.4156111471326472,0.0122447496457621,3.3285296457437807
Socs6,0.2291000533112055,0.1921462829651166,0.2757294164880909,0.2912003729933909,0.0118238742421961,4.173234481467469
Fnbp4,0.1504805242509149,0.1739644644715839,0.24769911366163,0.4156111479486534,0.0122447496672176,3.3285296340708443
Mettl17,0.229100053271963,0.1921462829754389,0.2757294164283004,0.2912003730704703,0.0118238742538274,4.173234481322684
Coq2,0.2118261839966557,0.2098040160600712,0.2864427051841624,0.2750780948988666,0.0168489998602439,3.926228197313058
Smarcal1,0.2291000533100056,0.1921462829667223,0.2757294164904003,0.2912003729962617,0.01182387423661,4.173234481457302
Nat2,0.2291000531230586,0.1921462830228445,0.2757294162278474,0.2912003733662274,0.0118238742600219,4.173234480736654
Nme6,0.2291000529998036,0.1921462830697019,0.2757294160863527,0.2912003736140745,0.0118238742300671,4.173234480217689
Mir22hg,0.2291000533638695,0.1921462829363117,0.2757294165203785,0.2912003728839917,0.0118238742954483,4.173234481728281
Hspb9,0.2291000532521811,0.1921462829847545,0.2757294164113485,0.291200373110964,0.0118238742407518,4.173234481231406
Dnmt3b,0.2291000533481751,0.1921462829461103,0.2757294165146511,0.2912003729170776,0.0118238742739857,4.173234481645155
Rfesd,0.1898323766846801,0.1600755759754145,0.2963102245401086,0.3369074435120922,0.0168743792877046,3.489455466250928
Eif6,0.3256121533211178,0.2382311212854304,0.1491097711182074,0.2795563217581752,0.0074906325170689,6.197131585322344
Pdk2,0.2291000529266595,0.1921462830949417,0.2757294159941517,0.2912003737601333,0.0118238742241136,4.173234479921133
Prrc2a,0.4027597456829959,0.1552581260190884,0.18329623281175,0.2511952563003014,0.0074906391858641,6.762970403955218
Hltf,0.2291000533745105,0.1921462829453456,0.2757294165745395,0.2912003728678056,0.0118238742377988,4.173234481714909
Gstm7,0.2291000529524511,0.1921462830836333,0.275729416018939,0.2912003737076713,0.0118238742373051,4.173234480036415
Gm31597,0.1504805246900055,0.173964464810528,0.2476991134273562,0.4156111474257628,0.0122447496463474,3.3285296416061776
D930048N14Rik,0.2291000530575837,0.1921462830448448,0.2757294161434117,0.2912003734967355,0.0118238742574241,4.17323448047383
Commd10,0.2291000532702156,0.1921462829778263,0.2757294164318207,0.2912003730746704,0.0118238742454668,4.17323448130766
Yif1b,0.3220118530210371,0.1803561431389337,0.2111101123874954,0.2814967659209802,0.0050251255315535,5.674921910879576
Fgf23,0.2291000530212593,0.1921462830631582,0.2757294161161566,0.2912003735715731,0.0118238742278526,4.173234480300852
Miga2,0.2291000531963837,0.1921462830043312,0.2757294163420487,0.2912003732225122,0.011823874234724,4.173234481003745
Tmem230,0.2291000530697816,0.1921462830445287,0.2757294161712724,0.2912003734739292,0.011823874240488,4.17323448050597
Ada,0.2291000532178511,0.1921462829976846,0.2757294163715504,0.2912003731799479,0.0118238742329657,4.1732344810873965
Tradd,0.1504805248430738,0.1739644649180256,0.2476991133434445,0.4156111472370901,0.0122447496583658,3.328529644173043
Gm5475,0.2291000532647872,0.1921462829814425,0.2757294164305678,0.2912003730862049,0.0118238742369976,4.173234481277899
Naa60,0.2291000531832281,0.1921462830119991,0.2757294163354983,0.2912003732500285,0.0118238742192458,4.173234480936491
Morc3,0.2118261836135988,0.2098040163037735,0.2864427050139752,0.275078095213426,0.0168489998552264,3.926228194145566
Phyh,0.2291000532924899,0.1921462829735318,0.2757294164707755,0.291200373031543,0.0118238742316596,4.173234481382883
Pdk3,0.3415339168580159,0.1604002508933637,0.1983484638775877,0.2925231237957683,0.0071942445752644,5.9378149563286975
Adrm1,0.4573805072905544,0.1641108433926408,0.2178167825233568,0.1560622374673727,0.0046296293260751,7.261610068088908
Zfp598,0.2291000533294709,0.1921462829587688,0.2757294165109711,0.2912003729568994,0.0118238742438897,4.173234481541723
Timm8b,0.3247760622008182,0.2206725262697417,0.1449291744476957,0.2840156568268436,0.0256065802549006,6.125725520996216
Nfyc,0.1724743321841115,0.2236929048784637,0.2378315939625739,0.353781798749534,0.0122193702253167,3.7653023754733916
4930481B07Rik,0.2291000532018494,0.192146283002119,0.2757294163478925,0.2912003732114681,0.0118238742366708,4.173234481027356
Gm27201,0.2291000532772279,0.1921462829751444,0.2757294164398191,0.2912003730605634,0.0118238742472451,4.173234481337258
Olfr1369-ps1,0.2291000530523151,0.192146283046874,0.2757294161374474,0.2912003735073404,0.011823874256023,4.173234480451532
Gm527,0.2291000531085584,0.1921462830319895,0.2757294162228509,0.2912003733968324,0.0118238742397685,4.173234480659444
Cd22,0.2291000533280731,0.1921462829593817,0.2757294165096277,0.2912003729597427,0.0118238742431749,4.173234481535475
Gm48796,0.229100053314918,0.1921462829647279,0.2757294164956327,0.2912003729863331,0.0118238742383881,4.173234481478551
Gm28229,0.2291000533231892,0.1921462829609794,0.2757294165031907,0.2912003729694601,0.0118238742431802,4.1732344815160625
Ebi3,0.2291000530278208,0.1921462830580996,0.2757294161154655,0.2912003735573573,0.0118238742412568,4.173234480339887
Gm29114,0.2291000531198137,0.1921462830295911,0.2757294162418026,0.2912003733749488,0.0118238742338435,4.1732344806984685
Btbd7,0.2291000530841321,0.1921462830373299,0.2757294161821559,0.2912003734443778,0.0118238742520042,4.173234480574147
Pbx2,0.2291000532784139,0.192146282978402,0.2757294164530739,0.291200373059656,0.0118238742304539,4.173234481325755
Snrnp48,0.1898323764125261,0.1600755759264541,0.2963102244171377,0.3369074439530808,0.0168743792908012,3.4894554635026
Gm1673,0.2291000532958209,0.1921462829664457,0.2757294164559354,0.2912003730225261,0.0118238742592716,4.173234481422794
Atp2a2,0.3649107686827227,0.1614089660511043,0.2174390867107667,0.2515954178833552,0.0046457606720509,6.1236536199765315
Cox10,0.2291000531291461,0.19214628302629,0.2757294162533074,0.2912003733562813,0.0118238742349751,4.1732344807366655
Atp6v0e,0.3653662023634542,0.2136932363194157,0.1727945391456434,0.2398109162426988,0.0083351059287877,6.49212713780207
Rangap1,0.4714707043788623,0.1629031031242304,0.1725269266244648,0.1858528904559587,0.0072463754164835,7.6850828848587875
Gtf2f2,0.1898323771002193,0.1600755759964213,0.2963102248276053,0.3369074427990818,0.0168743792766722,3.4894554697714524
Magee1,0.1504805247018281,0.173964464795558,0.2476991134159775,0.4156111473972354,0.0122447496894009,3.3285296416734913
Arrdc2,0.1504805249592646,0.1739644650152265,0.2476991132830323,0.4156111471032279,0.0122447496392486,3.3285296462092777
Trip12,0.1504805246286063,0.1739644647627089,0.2476991134600262,0.4156111474986259,0.0122447496500325,3.3285296405501077
Dnmt1,0.2589455169713369,0.3048977518245134,0.15577643520623,0.2728896649561564,0.0074906310417631,5.489117520452716
Dhx37,0.229100053377415,0.1921462829377797,0.2757294165571509,0.2912003728593905,0.0118238742682638,4.17323448175588
Zhx2,0.2291000533239356,0.1921462829601632,0.2757294165023398,0.2912003729677472,0.011823874245814,4.173234481521575
Zfp637,0.2291000532225425,0.1921462829975396,0.2757294163821907,0.2912003731711672,0.0118238742265598,4.173234481099862
Jtb,0.200474677477296,0.2743689481406688,0.2213755452716858,0.292593238836105,0.0111875902742442,4.318236702498122
Fth1,0.690544318644714,0.0769218407940282,0.1122882043774894,0.1140565225566625,0.0061891136271057,10.529700641867656
Strip2,0.2291000532280294,0.1921462829939916,0.2757294163838008,0.2912003731595512,0.0118238742346268,4.173234481129468
9130401M01Rik,0.2291000534044078,0.1921462829303476,0.2757294165972129,0.2912003728062396,0.011823874261792,4.173234481856947
Tff1,0.1504805247868627,0.1739644648741179,0.2476991133733267,0.4156111473037189,0.0122447496619735,3.328529643205482
Cfap126,0.2291000533290098,0.1921462829534883,0.2757294164929447,0.2912003729556529,0.0118238742689042,4.173234481564051
Hist2h4,0.229100053004492,0.1921462830689388,0.2757294160950039,0.291200373605053,0.0118238742265121,4.173234480232894
Tec,0.2291000529561354,0.1921462830851185,0.2757294160324235,0.2912003737014128,0.0118238742249097,4.173234480039092
Stx7,0.1898323765304001,0.1600755758986798,0.2963102245612869,0.3369074437259181,0.016874379283715,3.489455464077132
Cklf,0.2291000530121561,0.1921462830679904,0.2757294161101046,0.2912003735904246,0.0118238742193241,4.173234480256424
Tmem184a,0.2291000533356643,0.1921462829541558,0.2757294165108382,0.2912003729435455,0.011823874255796,4.173234481577846
Raph1,0.229100053357408,0.1921462829493118,0.2757294165467743,0.291200372901186,0.0118238742453198,4.173234481654178
Atg9b,0.1898323766295902,0.1600755760545415,0.2963102243499951,0.3369074436670979,0.016874379298775,3.4894554668140536
Coa5,0.2291000531828372,0.1921462830073191,0.2757294163195638,0.2912003732488907,0.011823874241389,4.173234480956324
Ikzf4,0.2291000532746106,0.1921462829776309,0.2757294164415981,0.2912003730664206,0.0118238742397395,4.173234481319602
Ube2g1,0.2291000533301788,0.1921462829612893,0.2757294165207303,0.2912003729565874,0.0118238742312139,4.173234481532296
Phf1,0.2291000533516309,0.1921462829502914,0.2757294165362408,0.291200372912318,0.0118238742495188,4.173234481635263
Morn2,0.229100053288345,0.1921462829635631,0.2757294164289937,0.2912003730352782,0.01182387428382,4.173234481416784
Frmd8,0.2291000531116442,0.1921462830301573,0.2757294162242797,0.2912003733903648,0.0118238742435537,4.173234480675368
Csnk2a1,0.4102564262748141,0.3153845857201592,0.1112820519388678,0.1630769360661587,0.0,7.642679442561792
Gm26532,0.2291000531290706,0.1921462830199412,0.275729416232768,0.291200373353892,0.011823874264328,4.173234480764715
Pheta2,0.2291000532401751,0.1921462829904102,0.2757294164010665,0.2912003731355408,0.0118238742328071,4.173234481175998
Ndufb1-ps,0.3679145693836804,0.1564685680868064,0.1913800505171139,0.2781306286202817,0.0061061833921173,6.2954190558932694
Plekha2,0.1922721752839373,0.2298187020228432,0.2521564939952921,0.3116506038541367,0.0141020248437905,3.9346577808300074
Zdhhc23,0.2291000532012517,0.1921462830028729,0.2757294163488957,0.2912003732128797,0.0118238742340997,4.1732344810224955
Mrpl1,0.2291000532906161,0.192146282971009,0.2757294164582493,0.291200373034022,0.0118238742461035,4.173234481389383
Rrm2b,0.2291000533405453,0.1921462829554516,0.2757294165265478,0.2912003729349862,0.0118238742424689,4.17323448158438
Lypla2,0.2240668517103974,0.1908852912033328,0.2019504428808364,0.347561760848424,0.0355356533570092,4.471812321525379
Clec3b,0.2291000531909278,0.1921462830062181,0.2757294163351852,0.2912003732334085,0.0118238742342602,4.1732344809816055
Plekhg3,0.2291000530121903,0.192146283063557,0.2757294160959675,0.2912003735885945,0.0118238742396905,4.1732344802762285
Mrm1,0.2291000533280188,0.1921462829594175,0.2757294165096141,0.2912003729598579,0.0118238742430915,4.17323448153518
Cacna1b,0.2291000530915037,0.1921462830385106,0.2757294162033926,0.2912003734311417,0.0118238742354512,4.1732344805874675
Slc30a9,0.1332066552814177,0.1916221978965405,0.2584124021271214,0.3994888694150545,0.0172698752798656,3.0815233562179443
1700110K17Rik,0.1504805249988734,0.173964465041928,0.2476991132610841,0.4156111470537372,0.0122447496443771,3.32852964686722
Clec10a,0.2291000531986691,0.192146283002577,0.275729416341833,0.2912003732175639,0.0118238742393568,4.173234481017307
Dhrs9,0.2291000531982794,0.1921462829968598,0.2757294163225753,0.2912003732160105,0.0118238742662748,4.173234481041755
Cenpp,0.2291000530538419,0.1921462830508858,0.2757294161539277,0.2912003735061,0.0118238742352444,4.173234480437533
Sema6d,0.2291000532053963,0.192146282996887,0.2757294163395096,0.2912003732027884,0.0118238742554185,4.1732344810595645
2210408I21Rik,0.2291000532947981,0.1921462829722556,0.2757294164721466,0.2912003730267428,0.0118238742340568,4.173234481394375
C77080,0.2291000531786907,0.1921462830091391,0.275729416315585,0.2912003732573258,0.0118238742392592,4.173234480937783
Gm17259,0.1898323770759583,0.1600755761332666,0.2963102245546088,0.3369074429426549,0.0168743792935113,3.4894554713018513
2410018L13Rik,0.2291000532878863,0.1921462829733163,0.2757294164591868,0.2912003730400171,0.0118238742395932,4.173234481372243
Sptlc2,0.1504805247542842,0.1739644648365473,0.2476991133880945,0.4156111473350662,0.0122447496860077,3.3285296425764996
Dennd2c,0.229100053279134,0.1921462829769966,0.2757294164502714,0.2912003730577572,0.0118238742358406,4.173234481333821
Gm43138,0.2291000533316452,0.1921462829576891,0.2757294165126555,0.2912003729524263,0.0118238742455837,4.1732344815520035
1700017B05Rik,0.3663687466733235,0.1708859098753992,0.198120703111559,0.2599788791884723,0.0046457611512458,6.2734683862067335
Map2k7,0.2291000532510276,0.1921462829844334,0.2757294164075881,0.2912003731129807,0.0118238742439701,4.173234481229929
Cdca4,0.3220118613961518,0.1803561402761818,0.2111101105942993,0.2814967623408009,0.005025125392566,5.674922017894661
Stk24,0.3897558914111701,0.2300348726555471,0.1648688347347233,0.2105648518097348,0.0047755493888246,6.88208564793247
Mccc2,0.2291000534169724,0.1921462829239622,0.2757294166064779,0.291200372780333,0.0118238742722542,4.173234481917006
Zfp947,0.2291000529320903,0.1921462830882095,0.275729415985417,0.291200373747353,0.0118238742469302,4.173234479964762
Zfp827,0.1898323766337767,0.1600755760309406,0.296310224397079,0.3369074436423327,0.0168743792958708,3.4894554665501336
Prpf31,0.2291000529921054,0.1921462830733716,0.2757294160798984,0.2912003736298505,0.011823874224774,4.17323448018197
6330403K07Rik,0.2291000532506153,0.1921462829859902,0.2757294164116051,0.2912003731143675,0.0118238742374218,4.1732344812219635
Rsl24d1,0.3663687566614915,0.170885909623791,0.1981206994743868,0.2599788733752241,0.0046457608651065,6.27346852975934
Anxa11os,0.2291000532691285,0.1921462829806088,0.2757294164381709,0.2912003730778004,0.0118238742342913,4.173234481292544
Nae1,0.18983237655802,0.1600755758544165,0.2963102246651237,0.3369074436448135,0.0168743792776261,3.489455463737066
Ifit1bl2,0.2291000533079918,0.1921462829666638,0.2757294164854457,0.2912003729999827,0.0118238742399158,4.173234481452489
Bpnt1,0.2291000532544919,0.1921462829819301,0.275729416407761,0.2912003731055417,0.011823874250275,4.17323448124979
Dstn,0.2291000531526719,0.1921462830216088,0.2757294162939846,0.2912003733106728,0.0118238742210617,4.1732344808167605
Acat2,0.2291000531153619,0.192146283029768,0.2757294162318318,0.291200373383297,0.0118238742397411,4.173234480686466
Sin3b,0.6102564076282067,0.1820512813245283,0.0779487184743586,0.1297435925729065,0.0,9.991161301846786
Josd2,0.1724743321913447,0.2236929048710698,0.237831593957814,0.3537817987532733,0.0122193702264979,3.765302375570015
Zbp1,0.3151257984058344,0.1794734826368664,0.2129229658832943,0.284498658468831,0.0079790946051738,5.570568592819669
Tcea1,0.2970143761808145,0.3628731930959005,0.1439761201295202,0.1915701017768175,0.0045662088169471,6.15982671516539
Ibtk,0.2291000531532241,0.192146283012103,0.2757294162648062,0.2912003733058587,0.0118238742640078,4.173234480860436
Gemin2,0.1898323767534974,0.1600755761141396,0.2963102243367531,0.3369074434938687,0.0168743793017411,3.489455468534377
Gosr2,0.2291000534318377,0.1921462829209338,0.2757294166319544,0.2912003727514863,0.0118238742637877,4.1732344819679295
Phf14,0.1504805247263105,0.1739644648318122,0.2476991134065675,0.4156111473784873,0.0122447496568224,3.328529642191291
Map3k8,0.2291000533121941,0.19214628296564,0.2757294164921097,0.2912003729917611,0.0118238742382949,4.173234481467631
Tex13c2,0.1504805249182228,0.1739644649743905,0.2476991133030032,0.4156111471466129,0.0122447496577704,3.3285296454534405
Mcf2l,0.2291000532837668,0.1921462829758846,0.2757294164576717,0.2912003730487001,0.0118238742339768,4.17323448135044
Ube2cbp,0.2291000534589776,0.1921462829080676,0.2757294166549374,0.2912003726958967,0.0118238742821206,4.173234482093539
Wdr66,0.2291000530198088,0.1921462830613974,0.275729416107076,0.2912003735735684,0.0118238742381493,4.17323448030503
Cyp39a1,0.2291000532940754,0.1921462829718902,0.275729416469264,0.291200373027941,0.0118238742368292,4.1732344813941795
Slc11a1,0.2291000534961682,0.1921462829015051,0.2757294167219283,0.2912003726241306,0.0118238742562676,4.17323448221643
Panx1,0.2118261842501715,0.2098040158953507,0.2864427052870322,0.2750780947030091,0.0168489998644362,3.9262281994555943
Aste1,0.2291000533921888,0.1921462829374308,0.2757294165910044,0.2912003728317814,0.0118238742475944,4.173234481794655
Osbpl7,0.2291000532394387,0.1921462829899664,0.2757294163978996,0.2912003731367333,0.0118238742359619,4.173234481176118
Prkx,0.2291000530919208,0.1921462830395498,0.2757294162077127,0.2912003734307803,0.0118238742300363,4.173234480583896
Kifc3,0.2291000532806351,0.1921462829731819,0.2757294164415911,0.2912003730534461,0.0118238742511456,4.173234481354569
Mcoln1,0.2291000533171902,0.192146282963949,0.2757294164985135,0.2912003729817978,0.0118238742385492,4.173234481487739
Bfsp2,0.1504805248503478,0.1739644649083277,0.2476991133363409,0.4156111472192457,0.0122447496857376,3.328529644211715
Gm15672,0.1504805247904959,0.1739644648827898,0.2476991133726231,0.4156111473029105,0.0122447496511806,3.328529643300844
Irf7,0.2291000533330207,0.1921462829599759,0.2757294165232451,0.2912003729507801,0.0118238742329782,4.173234481545299
