gene,progenitor,constraint
Esd,0.4970148411214786,1
Gpx1,0.4970148361235583,1
Dynlrb1,0.4970145537990119,1
Zfp706,0.4970145355106349,1
Eif2s2,0.4970144936480959,1
Tmem167,0.497014477405971,1
Ndufb6,0.4970144551102947,1
Cdc37,0.4970144535506299,1
Ndufb4,0.4970144436164295,1
Romo1,0.4970144255742258,1
Dctn3,0.4970144055378365,1
Ubxn1,0.4970143745506291,1
Micos13,0.497014374428982,1
Tcf25,0.4970143605093252,1
Mbd2,0.4970143414634969,1
Timm10b,0.4970142958744576,1
Rfc5,0.4953136132487491,1
Srrt,0.4953136059807915,1
Cdkn1a,0.4953136032965199,1
Ubtf,0.4953136017082158,1
AI506816,0.4953136008108607,1
Sf3a3,0.4953135990222692,1
Spcs3,0.4953135963743192,1
Eif1a,0.4953135951691057,1
Rad23a,0.4953135945886447,1
Snhg6,0.4953135937631137,1
Parp1,0.4953135932919234,1
Lsm4,0.4905422108365656,1
Selenoh,0.4905421157744532,1
Etfb,0.4905420578903743,1
Atpif1,0.4905418520470545,1
Serpine2,0.4905414231781669,1
Psmb2,0.4905413543216086,1
Cenpa,0.4905411607745679,1
Tubb4b,0.4905411020688988,1
Swi5,0.4905409595907776,1
Psmb6,0.4905405927020137,1
Jpt1,0.4905400663935783,1
Banf1,0.4905389416935314,1
Nrp1,0.4859634342639777,1
Eif3m,0.4831544280095689,1
Nsd3,0.4813132789390726,1
Top2b,0.4813132558599205,1
Ifi27,0.4813132400485526,1
Aopep,0.4813132222181117,1
1810026B05Rik,0.4813132220182305,1
Gls,0.4813131519120304,1
Ctcf,0.4813131409545175,1
Sept6,0.4775853759848019,1
Scand1,0.477585361224685,1
Tm9sf3,0.4775853555731333,1
Smarca5,0.4773726506865672,1
Eif3a,0.4773725235727469,1
Prrc2c,0.4773722923718155,1
Eif4g2,0.4773721619875889,1
Ezr,0.4748257454452714,1
Atp5k,0.4748256324488318,1
H2afy,0.4748256227352602,1
Psmd8,0.4748254016325304,1
Tap1,0.4748251784187804,1
Mycbp2,0.4741576550172265,1
Dusp1,0.473348826001639,1
Lnpep,0.4728132719284064,1
Mier1,0.4728132251813231,1
Rangap1,0.4714707043788623,1
Chp1,0.4714706944815287,1
Anapc13,0.4714706885938222,1
Ptpn7,0.4714706873846613,1
Bptf,0.4714706866856223,1
Nabp2,0.4714706865501192,1
Eml4,0.4714706860581198,1
Cuedc2,0.4714706857974602,1
Yeats4,0.471470684579705,1
Elmo1,0.471470683948309,1
Vmp1,0.4714706836762711,1
Rsbn1l,0.4714706833987833,1
Plgrkt,0.471470682975057,1
Qdpr,0.4714706829385278,1
Lman1,0.4714706829177176,1
Pkn2,0.4714706819192092,1
Gsk3a,0.4714706815918347,1
Ddrgk1,0.4714706813253629,1
Csnk1d,0.4714706813184832,1
Icam1,0.4714706808711428,1
Ubac2,0.4714706808313029,1
Gorasp2,0.4714706799016832,1
Wdr33,0.4714706796439077,1
Ppp1r16b,0.4714706782143045,1
Cdk6,0.4714706777856688,1
Selenot,0.4714706773211088,1
Tmem173,0.4714706760685342,1
Lamtor2,0.4650525948515492,1
Tbca,0.4650525846730825,1
Sec62,0.4650525818774995,1
Hcls1,0.4650525703600437,1
Aebp2,0.4581094690217944,1
Clint1,0.4581094428226736,1
1110008P14Rik,0.4581094259726053,1
Mrpl13,0.4581093656017986,1
Aip,0.4581093654441144,1
Med14,0.4573805206171975,1
Hmgn1,0.4573805087167324,1
Ogdh,0.4573805074817965,1
Adrm1,0.4573805072905544,1
Chrac1,0.4573805070467083,1
Mrps34,0.4573805067581079,1
Mphosph6,0.4573805061766242,1
Txnrd1,0.4573805058000533,1
Desi1,0.4573805052112697,1
Ptpn11,0.4573805050424803,1
Tpx2,0.4553550871288595,1
Tacc3,0.4553550826023411,1
Topbp1,0.4553550552598257,1
Tfrc,0.4553550511734069,1
Babam2,0.4553550485316534,1
Sdhc,0.4553550454154315,1
Rab5c,0.4553550451807289,1
Hscb,0.4553550433237441,1
Cdc5l,0.4553550428719589,1
Abce1,0.4553550418367816,1
Phlda1,0.455355041622935,1
Rnf166,0.4553550414641915,1
Gpr65,0.4553550413067256,1
Oxsr1,0.4553550407805052,1
Cbfb,0.455355039250876,1
Themis,0.4553550328297571,1
Ddit4,0.4552176831892148,1
Brk1,0.4552176668289595,1
Vps29,0.4552176598888996,1
Sec11a,0.4552176574013328,1
Bcas2,0.4552176568697924,1
Ube2a,0.455217655009449,1
Sf1,0.4552176423739206,1
Txndc17,0.4552176407015517,1
Ndufs2,0.4552176356832393,1
Acot7,0.4552176324440252,1
Strap,0.455217630439891,1
Nt5c,0.4552176288357067,1
Tomm5,0.4552176239078087,1
Srpr,0.4552176237944077,1
Rnf7,0.4552176198047002,1
Ndufa8,0.4552176185972811,1
Llph,0.4552176184077225,1
Emd,0.4552176115426578,1
Ebna1bp2,0.4552176029250297,1
Tsn,0.4552175861376364,1
Ciao2a,0.4552175852508468,1
Gars,0.4552175636932698,1
Sfr1,0.4552175507004601,1
Dnaja2,0.4552175499767604,1
Skp1a,0.4552175389216615,1
Ndufa5,0.455217525173708,1
Prpf40a,0.4552175218502245,1
Fam162a,0.4552175186829801,1
Ndufs7,0.4552175153402918,1
Capns1,0.4543815615990513,1
Pdcd10,0.4543815491118837,1
Sdcbp,0.4543815451476066,1
Anxa5,0.4543815383938644,1
Baz1a,0.45438152971738,1
Ddx27,0.4538970483215725,1
Ube2i,0.4483725290618179,1
Cmtm7,0.4483719514194164,1
Babam1,0.4455286637760367,1
Sptbn1,0.4455286623293168,1
Mrps28,0.445528661173751,1
Tut4,0.4455286597889317,1
Zc3h13,0.4455286582616889,1
Senp6,0.4455286576080414,1
Tial1,0.445528657492325,1
Grap,0.4455286519018295,1
H2-Q6,0.4440390481888893,1
Uqcc2,0.4439668100517489,1
Bcl2a1d,0.4414919990515848,1
Ikzf2,0.4413576585873492,1
Tpt1,0.44,1
Ppp1r12a,0.4376759740855699,1
Eomes,0.4375,1
H2afz,0.4343916439833394,1
Ndufc2,0.4341320250414137,1
Tmed2,0.4341316830355552,1
Erh,0.43413107873014,1
Snrpd1,0.4341308082045451,1
Snu13,0.4341307974019969,1
Wdr83os,0.4324786161626309,1
Rpl9-ps6,0.4316354035293038,1
Lamtor4,0.4316353917611076,1
Rnasek,0.431635378958668,1
Kmt2e,0.4316353138301078,1
Zap70,0.4316352791350002,1
Itk,0.4315526812672514,1
Slc3a2,0.4315525192483551,1
Tiprl,0.4314800263944024,1
Hist2h2ac,0.4309937457090413,1
Spcs1,0.4307977662895433,1
Ndufb5,0.4307977198353405,1
Nedd8,0.4307975951393224,1
Srp9,0.4307975768890589,1
Son,0.4307975176201339,1
Rtraf,0.4307974702491665,1
Akap13,0.4307969406435637,1
Glud1,0.4307967215893012,1
Ap3b1,0.4301576175764747,1
Arhgap45,0.4282882127514666,1
Mrps21,0.4282504767288095,1
Spcs2,0.4282503137016524,1
Mrps16,0.4282501446135028,1
Capza1,0.4282501021621493,1
Cops9,0.4282500222503035,1
Gem,0.4282500138737435,1
Prdx5,0.42824994558317,1
Tmem160,0.4282499410617303,1
Gng10,0.4282499410419713,1
Npc2,0.4282499402301846,1
Jak1,0.428249926003623,1
Prkch,0.4282499156021107,1
Esyt1,0.4282499060442737,1
Pitpna,0.4282498978048391,1
Dnajb6,0.4282498901707291,1
Taldo1,0.4282498860580167,1
Rap1a,0.4282498819121876,1
Rgs1,0.4282498804323706,1
Ugcg,0.4282498720506586,1
Uhrf2,0.4282498538324534,1
Efhd2,0.4282498410876245,1
Srp14,0.4282498246801912,1
Supt4a,0.428249818381038,1
Gng2,0.4282497918040299,1
Trac,0.428249770136268,1
Plaat3,0.4282497642013986,1
Ets1,0.4282497483089309,1
Dazap2,0.4282497405217516,1
Gabarapl2,0.4282497144955933,1
Dnajc15,0.4282497078556478,1
Chmp4b,0.4282497064462646,1
Glrx,0.4282497053784531,1
Vps28,0.4282496775843473,1
Map1lc3b,0.428249676188148,1
Mcl1,0.428249673840495,1
Zyx,0.4282496717570538,1
Tmem50a,0.4282496361112772,1
Vasp,0.4282496359368636,1
Saraf,0.4282496291933085,1
Cxcr6,0.4282496121258544,1
Selenok,0.4282495083145324,1
Gabarap,0.4282494879393274,1
H2-T22,0.4282494824123748,1
Cd48,0.4282494342941053,1
Ppp1r18,0.4282493854474123,1
Prr13,0.428249312737694,1
Stk17b,0.4282492516370701,1
Ifng,0.4275361500645275,1
Paip2,0.4269837662886986,1
Fermt3,0.426983757043697,1
Serpinb6a,0.4269837533220458,1
Mrpl4,0.4269837407407867,1
Tbcb,0.4269837367748825,1
Ptpn1,0.4269837365166705,1
Ndufs3,0.4269837330700158,1
Cd5,0.4269837300678383,1
Wasf2,0.4269837265950567,1
Adipor1,0.4269837251160627,1
Commd3,0.4269837205515427,1
Ccdc50,0.4269837183355814,1
Tspan13,0.4269837183157665,1
Naa38,0.4269837171053247,1
Dock2,0.4269837170777703,1
Rbis,0.4269837106746165,1
Ctbp1,0.4269837085896621,1
Taf15,0.4269837079723621,1
Vapa,0.4269837072062566,1
Higd2a,0.4269836971310422,1
Akt1,0.4269836891959327,1
Snf8,0.4269836857223718,1
Rex1bd,0.4269836849302101,1
Gadd45gip1,0.4269836846562045,1
Cmpk1,0.4269836844356334,1
Arglu1,0.4269836807528031,1
Rp9,0.4269836792864628,1
Elavl1,0.4269836787055533,1
Diaph1,0.4269836784876131,1
Eif3j1,0.4269836753083123,1
Slc1a5,0.4269836749060537,1
Mrpl30,0.4269836711420566,1
Ssbp1,0.4269836634558178,1
Uqcrc2,0.4269836591607678,1
Cs,0.4269836521852753,1
Mlec,0.4269836502220921,1
Uba1,0.4269836501190064,1
mt-Nd3,0.4269836494384992,1
Rnh1,0.4269836422235992,1
Csk,0.426983632419234,1
Mrps18c,0.4269836286896641,1
Hist1h1c,0.424542126664009,1
Oxnad1,0.423728813559322,1
Peli1,0.4235560675271289,1
Mkrn1,0.4235560010319598,1
Dbi,0.4228905088089796,1
Tpm4,0.4228894187258557,1
Cotl1,0.4228885430963552,1
mt-Nd2,0.4228882070160601,1
Bin2,0.4222115875193422,1
Drap1,0.4222115754781145,1
Ubxn4,0.4222115677422541,1
Rsrc2,0.4222115666544659,1
Timm13,0.4209624999005726,1
Cenpe,0.4202769029625149,1
Knl1,0.4202769006347562,1
Nsd2,0.4202768735908866,1
Skil,0.4202768653735912,1
Pds5a,0.4202768608626788,1
Ppp3cc,0.4202768607165404,1
Rfc1,0.4202768588091343,1
Fam92a,0.4202768574722299,1
Ptpn2,0.4202768562759248,1
Hk1,0.4202768559279059,1
Ppp4r3a,0.4202768554313806,1
Rif1,0.4202768546688336,1
Rasal3,0.4202277464265291,1
Sugt1,0.420091309514988,1
Ubash3b,0.4198281133888241,1
Myb,0.4193548387096774,1
Aprt,0.4184158859110546,1
Sf3b6,0.4184156320159981,1
Pycard,0.4184147047112072,1
Atxn2l,0.4180286695418543,1
Zfp106,0.418028665641464,1
Alkbh5,0.4180286644632811,1
Haus4,0.4180286626548064,1
Hsd17b12,0.4180286596725097,1
Znrd2,0.4180286571734783,1
Ptbp3,0.4109186912671735,1
Rrbp1,0.4102564469079019,1
Csnk2a1,0.4102564262748141,1
Rnf187,0.4102563991346512,1
M6pr,0.4102563900140599,1
Sec13,0.4102563879827714,1
Ssu72,0.410256377547834,1
Glipr1,0.4102563769158343,1
Cdv3,0.410256355459944,1
Atrx,0.4102563545641814,1
Caprin1,0.4102563534207157,1
Tecr,0.4102563522273057,1
Psmd4,0.4102563513068377,1
Mrps33,0.4102563503261248,1
Bzw1,0.4102563491544613,1
Eif4h,0.4102563454732346,1
Polr2j,0.4102563450217261,1
Cntrl,0.4102563424506952,1
Pabpn1,0.4102563290475906,1
Puf60,0.4102563207420849,1
Gclm,0.4102563190382588,1
Mrps36,0.410256313939331,1
Gspt1,0.4102563131517434,1
Srsf9,0.4102563130736029,1
Bola3,0.410256312113177,1
Eif3l,0.4102563115208059,1
Fubp1,0.4102563113754031,1
Tmed10,0.4102563085839312,1
Lsm12,0.4102563073379718,1
Hnrnpc,0.4102563066963101,1
Syncrip,0.410256304068637,1
Mrpl57,0.4102563005768862,1
Cbx3,0.410256293612222,1
Rexo2,0.4102562905801129,1
Ube2n,0.4102562890552343,1
Mrpl20,0.4102562875905102,1
Rnaseh2c,0.4102562869889174,1
Thrap3,0.4102562840246315,1
Actn4,0.4102562834084216,1
Ddx39,0.410256281017794,1
Pdap1,0.4102562680011162,1
Rnps1,0.410256264333413,1
Dpy30,0.410256261794499,1
Lsm7,0.4102562597995309,1
Rpn2,0.4102562591660881,1
Mapre1,0.410256258698032,1
Cacybp,0.4102562542606154,1
Eif3b,0.4102562511890565,1
Paics,0.4102562470688061,1
Eprs,0.4102562443710329,1
Psip1,0.4102562419517003,1
Pdia6,0.4102562397696537,1
Anapc5,0.4102562336656557,1
Cct3,0.4102562320677296,1
Mrpl12,0.4102562307774378,1
Metap2,0.4102562208967027,1
Gzmc,0.4102562168494332,1
Magoh,0.4102562029551098,1
Trp53,0.4102561958882634,1
Eif4a3,0.4102561932222233,1
Nop58,0.4102561879864137,1
Prmt1,0.4102561874471409,1
Exosc8,0.410256185836243,1
Hdgf,0.4102561805276583,1
Nasp,0.4102561789083957,1
Lsm2,0.4102561741441458,1
Bub3,0.4102561671990894,1
Polr2f,0.4102561651958035,1
Cks2,0.4102561359271649,1
Mrpl18,0.4102561278367774,1
Phgdh,0.4102561022900071,1
Tyms,0.4102560970759407,1
Ssrp1,0.4102560933922746,1
Nudc,0.4102560729643178,1
Tmpo,0.4102559788504674,1
Smc2,0.4102559559618137,1
Mcm6,0.4102559459037239,1
Pcna,0.4102558930178772,1
Rock1,0.4094202935396606,1
Pten,0.40613756820981,1
Cdca3,0.4042178401202906,1
Phf20l1,0.4042178036489077,1
Isyna1,0.4042177923828789,1
Stub1,0.4042177917294304,1
Maz,0.4042177917178549,1
Mydgf,0.4042177881856053,1
Gtpbp4,0.4042177851484457,1
Fh1,0.4042177835754824,1
Rpa1,0.4042177793188984,1
Snrnp25,0.4042177758420504,1
Rbck1,0.4042177649886632,1
Carnmt1,0.4042177494419303,1
Polr2a,0.4027598088893629,1
Dda1,0.4027598033301991,1
Smu1,0.4027598024761497,1
Ube2k,0.4027598003613036,1
Vps36,0.402759798096541,1
Ndufa9,0.4027597934905111,1
Hnrnpr,0.4027597893936854,1
Cdkn2aipnl,0.4027597840772199,1
Kpnb1,0.4027597788478437,1
Uchl5,0.4027597775016868,1
Ccar1,0.4027597774928496,1
Mbd3,0.4027597762332742,1
Hnrnph1,0.4027597758170788,1
Guk1,0.4027597700181768,1
Emc8,0.4027597646712215,1
Csde1,0.4027597594057129,1
Immt,0.4027597515581036,1
Prrc2a,0.4027597456829959,1
Prpf19,0.4027597137656426,1
Cyth4,0.4008903704948862,1
Ckap5,0.400754809624989,1
Srsf1,0.4007548075880738,1
Eif1b,0.4007547998033847,1
Wbp4,0.4007547993142613,1
Ak6,0.4007547966026015,1
Slc50a1,0.4007547940225997,1
Letm1,0.400754791145953,1
Slc16a3,0.4007547904835131,1
Casp8,0.4007547904715222,1
Nudt5,0.400754789564767,1
Clptm1,0.4007547894090843,1
Mrpl24,0.4007547892358977,1
Pcif1,0.4007547890103855,1
Lbh,0.4007547881376788,1
Agpat3,0.4007547876989188,1
Tmem97,0.4007547870166975,1
Tceal9,0.4007547870140877,1
Hadhb,0.4007547859693062,1
Ern1,0.4007547843911463,1
Maea,0.4007547840280638,1
Prpsap1,0.4007547839300727,1
Brix1,0.4007547839028413,1
Ide,0.4007547829179371,1
Rad21,0.4,1
Hp1bp3,0.3983858860753909,1
Uap1,0.3969699134830327,1
Sat1,0.3960079519508973,1
Gstp3,0.396007951916512,1
Larp4b,0.3957177938110638,1
Chd1,0.3957177887598068,1
Stap1,0.3957177853263305,1
Cab39,0.3957177620132508,1
Gpd2,0.3945224493734383,1
Psmd6,0.3945224093263772,1
Rpl7,0.3945206966963075,1
Cd3e,0.3945204463159119,1
Serf2,0.3945198735469355,1
Btf3,0.3945190751120166,1
Rac2,0.39451887152211,1
Cd3d,0.3945172330897447,1
Anxa2,0.3945167320610628,1
Hnrnpa2b1,0.3945161974791764,1
Rps25,0.394515841521758,1
Lcp1,0.3945154138739771,1
Oaz1,0.3945146053747534,1
Atp5g3,0.3945139848477095,1
S100a10,0.3945135439235901,1
Fxyd5,0.3945134368870742,1
mt-Nd4l,0.3945121566849093,1
Ly6a,0.3945103274763673,1
Rpl36al,0.3945091594003654,1
Cox5b,0.3945087193023315,1
Rpl23a,0.3945086662279159,1
Atp5b,0.3945082774774598,1
Nme2,0.3945078186820214,1
Psmb8,0.3945069536447047,1
Dgat1,0.3934838458472772,1
Sbno1,0.3928625872486969,1
Fip1l1,0.3928625774670004,1
Stk4,0.3928625696218599,1
Mak16,0.3928625667397233,1
Papola,0.3928625629004948,1
